time,x,y,force
3232,22,336,14.12
3233,22,337,50.20
3234,22,338,20.39
3235,22,332,1.57
3236,22,333,10.98
3237,22,334,9.41
3238,22,335,9.41
3239,22,336,14.12
3240,22,337,53.33
3241,22,338,21.96
3242,22,332,1.57
3243,22,333,10.98
3244,22,334,9.41
3245,22,335,9.41
3246,22,336,14.12
3247,22,337,56.47
3248,22,338,25.10
3249,22,333,9.41
3250,22,334,9.41
3251,22,335,9.41
3252,22,336,15.69
3253,22,337,59.61
3254,22,338,26.67
3255,22,333,7.84
3256,22,334,7.84
3257,22,335,9.41
3258,22,336,15.69
3259,22,337,64.31
3260,22,338,29.80
3261,22,333,6.27
3262,22,334,7.84
3263,22,335,9.41
3264,22,336,17.25
3265,22,337,69.02
3266,22,338,31.37
3267,22,333,4.71
3268,22,334,6.27
3269,22,335,7.84
3270,22,336,17.25
3271,22,337,73.73
3272,22,338,36.08
3273,22,339,1.57
3274,22,333,3.14
3275,22,334,4.71
3276,22,335,7.84
3277,22,336,18.82
3278,22,337,78.43
3279,22,338,39.22
3280,22,339,1.57
3281,22,333,1.57
3282,22,334,4.71
3283,22,335,6.27
3284,22,336,18.82
3285,22,337,84.71
3286,22,338,42.35
3287,22,339,3.14
3288,22,334,3.14
3289,22,335,6.27
3290,22,336,18.82
3291,22,337,89.41
3292,22,338,47.06
3293,22,339,3.14
3294,22,334,1.57
3295,22,335,4.71
3296,22,336,18.82
3297,22,337,95.69
3298,22,338,51.76
3299,22,339,3.14
3300,22,335,3.14
3301,22,336,17.25
3302,22,337,101.96
3303,22,338,56.47
3304,22,339,4.71
3305,22,335,1.57
3306,22,336,15.69
3307,22,337,106.67
3308,22,338,59.61
3309,22,339,4.71
3310,22,340,1.57
3311,22,341,1.57
3312,22,335,1.57
3313,22,336,14.12
3314,22,337,109.80
3315,22,338,64.31
3316,22,339,6.27
3317,22,340,1.57
3318,22,341,3.14
3319,22,336,12.55
3320,22,337,111.37
3321,22,338,67.45
3322,22,339,6.27
3323,22,340,3.14
3324,22,341,3.14
3325,22,336,9.41
3326,22,337,109.80
3327,22,338,70.59
3328,22,339,6.27
3329,22,340,3.14
3330,22,341,4.71
3331,22,336,6.27
3332,22,337,106.67
3333,22,338,72.16
3334,22,339,6.27
3335,22,340,3.14
3336,22,341,6.27
3337,22,336,4.71
3338,22,337,98.82
3339,22,338,73.73
3340,22,339,7.84
3341,22,340,4.71
3342,22,341,7.84
3343,22,336,1.57
3344,22,337,86.27
3345,22,338,73.73
3346,22,339,7.84
3347,22,340,4.71
3348,22,341,9.41
3349,22,337,70.59
3350,22,338,70.59
3351,22,339,7.84
3352,22,340,6.27
3353,22,341,9.41
3354,22,337,51.76
3355,22,338,65.88
3356,22,339,7.84
3357,22,340,6.27
3358,22,341,10.98
3359,22,337,34.51
3360,22,338,59.61
3361,22,339,6.27
3362,22,340,6.27
3363,22,341,10.98
3364,22,337,20.39
3365,22,338,47.06
3366,22,339,6.27
3367,22,340,6.27
3368,22,341,9.41
3369,22,337,10.98
3370,22,338,31.37
3371,22,339,3.14
3372,22,340,6.27
3373,22,341,7.84
3374,22,337,4.71
3375,22,338,18.82
3376,22,339,1.57
3377,22,340,7.84
3378,22,341,4.71
3379,22,337,1.57
3380,22,338,7.84
3381,22,340,7.84
3382,22,341,3.14
3383,22,340,7.84
3384,22,341,1.57
3385,22,340,4.71
3386,22,341,1.57
3387,21,3,1.57
3388,21,3,3.14
3389,21,0,1.57
3390,21,3,3.14
3391,21,0,3.14
3392,21,3,4.71
3393,21,4,1.57
3394,21,0,4.71
3395,21,2,1.57
3396,21,3,6.27
3397,21,4,3.14
3398,21,0,4.71
3399,21,2,1.57
3400,21,3,6.27
3401,21,4,3.14
3402,21,0,6.27
3403,21,2,1.57
3404,21,3,7.84
3405,21,4,4.71
3406,21,0,6.27
3407,21,2,1.57
3408,21,3,7.84
3409,21,4,4.71
3410,21,0,6.27
3411,21,1,1.57
3412,21,2,3.14
3413,21,3,7.84
3414,21,4,6.27
3415,21,0,7.84
3416,21,1,1.57
3417,21,2,3.14
3418,21,3,9.41
3419,21,4,6.27
3420,21,0,7.84
3421,21,1,1.57
3422,21,2,3.14
3423,21,3,9.41
3424,21,4,6.27
3425,21,0,9.41
3426,21,1,1.57
3427,21,2,3.14
3428,21,3,9.41
3429,21,4,6.27
3430,21,0,9.41
3431,21,1,1.57
3432,21,2,3.14
3433,21,3,9.41
3434,21,4,6.27
3435,21,0,10.98
3436,21,1,1.57
3437,21,2,3.14
3438,21,3,9.41
3439,21,4,7.84
3440,21,0,10.98
3441,21,1,1.57
3442,21,2,3.14
3443,21,3,10.98
3444,21,4,6.27
3445,21,0,12.55
3446,21,1,1.57
3447,21,2,3.14
3448,21,3,10.98
3449,21,4,6.27
3450,21,0,12.55
3451,21,1,3.14
3452,21,2,3.14
3453,21,3,10.98
3454,21,4,6.27
3455,21,0,14.12
3456,21,1,3.14
3457,21,2,3.14
3458,21,3,10.98
3459,21,4,6.27
3460,21,0,14.12
3461,21,1,3.14
3462,21,2,3.14
3463,21,3,10.98
3464,21,4,6.27
3465,21,0,14.12
3466,21,1,3.14
3467,21,2,3.14
3468,21,3,10.98
3469,21,4,6.27
3470,21,0,14.12
3471,21,1,3.14
3472,21,2,3.14
3473,21,3,10.98
3474,21,4,6.27
3475,21,0,14.12
3476,21,1,3.14
3477,21,2,3.14
3478,21,3,10.98
3479,21,4,7.84
3480,21,0,14.12
3481,21,1,3.14
3482,21,2,3.14
3483,21,3,10.98
3484,21,4,7.84
3485,21,0,14.12
3486,21,1,3.14
3487,21,2,3.14
3488,21,3,10.98
3489,21,4,7.84
3490,21,0,14.12
3491,21,1,3.14
3492,21,2,3.14
3493,21,3,10.98
3494,21,4,9.41
3495,21,0,14.12
3496,21,1,3.14
3497,21,2,4.71
3498,21,3,12.55
3499,21,4,9.41
3500,21,0,14.12
3501,21,1,3.14
3502,21,2,4.71
3503,21,3,12.55
3504,21,4,10.98
3505,21,0,15.69
3506,21,1,3.14
3507,21,2,4.71
3508,21,3,12.55
3509,21,4,12.55
3510,21,0,15.69
3511,21,1,3.14
3512,21,2,4.71
3513,21,3,14.12
3514,21,4,14.12
3515,21,0,15.69
3516,21,1,3.14
3517,21,2,4.71
3518,21,3,14.12
3519,21,4,15.69
3520,21,0,15.69
3521,21,1,3.14
3522,21,2,4.71
3523,21,3,14.12
3524,21,4,17.25
3525,21,0,17.25
3526,21,1,4.71
3527,21,2,4.71
3528,21,3,15.69
3529,21,4,20.39
3530,21,0,17.25
3531,21,1,4.71
3532,21,2,4.71
3533,21,3,15.69
3534,21,4,21.96
3535,21,5,1.57
3536,21,0,17.25
3537,21,1,4.71
3538,21,2,4.71
3539,21,3,15.69
3540,21,4,23.53
3541,21,5,1.57
3542,21,0,17.25
3543,21,1,4.71
3544,21,2,4.71
3545,21,3,17.25
3546,21,4,25.10
3547,21,5,3.14
3548,21,0,17.25
3549,21,1,4.71
3550,21,2,6.27
3551,21,3,17.25
3552,21,4,26.67
3553,21,5,3.14
3554,21,0,17.25
3555,21,1,4.71
3556,21,2,6.27
3557,21,3,18.82
3558,21,4,29.80
3559,21,5,4.71
3560,21,0,17.25
3561,21,1,4.71
3562,21,2,6.27
3563,21,3,20.39
3564,21,4,32.94
3565,21,5,6.27
3566,21,0,17.25
3567,21,1,6.27
3568,21,2,6.27
3569,21,3,20.39
3570,21,4,34.51
3571,21,5,6.27
3572,21,0,17.25
3573,21,1,6.27
3574,21,2,7.84
3575,21,3,21.96
3576,21,4,37.65
3577,21,5,7.84
3578,21,0,17.25
3579,21,1,6.27
3580,21,2,7.84
3581,21,3,23.53
3582,21,4,42.35
3583,21,5,10.98
3584,21,0,15.69
3585,21,1,6.27
3586,21,2,7.84
3587,21,3,25.10
3588,21,4,45.49
3589,21,5,12.55
3590,21,0,14.12
3591,21,1,6.27
3592,21,2,7.84
3593,21,3,26.67
3594,21,4,50.20
3595,21,5,15.69
3596,21,0,12.55
3597,21,1,6.27
3598,21,2,7.84
3599,21,3,29.80
3600,21,4,54.90
3601,21,5,18.82
3602,21,0,9.41
3603,21,1,4.71
3604,21,2,7.84
3605,21,3,31.37
3606,21,4,59.61
3607,21,5,21.96
3608,21,0,6.27
3609,21,1,4.71
3610,21,2,7.84
3611,21,3,32.94
3612,21,4,64.31
3613,21,5,25.10
3614,21,0,3.14
3615,21,1,3.14
3616,21,2,6.27
3617,21,3,34.51
3618,21,4,69.02
3619,21,5,26.67
3620,21,0,1.57
3621,21,1,1.57
3622,21,2,6.27
3623,21,3,36.08
3624,21,4,73.73
3625,21,5,29.80
3626,21,2,4.71
3627,21,3,36.08
3628,21,4,78.43
3629,21,5,32.94
3630,21,7,1.57
3631,21,2,3.14
3632,21,3,34.51
3633,21,4,81.57
3634,21,5,36.08
3635,21,7,1.57
3636,21,2,1.57
3637,21,3,32.94
3638,21,4,86.27
3639,21,5,39.22
3640,21,7,3.14
3641,21,3,31.37
3642,21,4,89.41
3643,21,5,40.78
3644,21,7,4.71
3645,21,3,28.24
3646,21,4,92.55
3647,21,5,43.92
3648,21,7,4.71
3649,21,3,25.10
3650,21,4,94.12
3651,21,5,45.49
3652,21,7,6.27
3653,21,3,21.96
3654,21,4,94.12
3655,21,5,47.06
3656,21,7,6.27
3657,21,3,17.25
3658,21,4,92.55
3659,21,5,47.06
3660,21,7,6.27
3661,21,3,12.55
3662,21,4,89.41
3663,21,5,47.06
3664,21,7,6.27
3665,21,3,9.41
3666,21,4,83.14
3667,21,5,45.49
3668,21,7,7.84
3669,21,3,4.71
3670,21,4,72.16
3671,21,5,40.78
3672,21,7,6.27
3673,21,3,3.14
3674,21,4,59.61
3675,21,5,34.51
3676,21,7,6.27
3677,21,4,40.78
3678,21,5,25.10
3679,21,7,4.71
3680,21,4,20.39
3681,21,5,14.12
3682,21,7,3.14
3683,21,4,6.27
3684,21,5,4.71
3685,21,7,1.57
3686,21,4,1.57
3687,21,7,1.57
3688,21,73,4.71
3689,21,74,6.27
3690,21,73,12.55
3691,21,74,28.24
3692,21,75,7.84
3693,21,73,6.27
3694,21,74,29.80
3695,21,75,17.25
3696,21,76,1.57
3697,21,73,3.14
3698,21,74,34.51
3699,21,75,26.67
3700,21,76,7.84
3701,21,74,36.08
3702,21,75,34.51
3703,21,76,15.69
3704,21,77,1.57
3705,21,74,37.65
3706,21,75,39.22
3707,21,76,20.39
3708,21,77,3.14
3709,21,74,37.65
3710,21,75,42.35
3711,21,76,23.53
3712,21,77,4.71
3713,21,74,36.08
3714,21,75,43.92
3715,21,76,25.10
3716,21,77,6.27
3717,21,74,36.08
3718,21,75,47.06
3719,21,76,28.24
3720,21,77,6.27
3721,21,74,34.51
3722,21,75,48.63
3723,21,76,29.80
3724,21,77,7.84
3725,21,74,34.51
3726,21,75,50.20
3727,21,76,31.37
3728,21,77,9.41
3729,21,74,34.51
3730,21,75,50.20
3731,21,76,32.94
3732,21,77,9.41
3733,21,74,34.51
3734,21,75,50.20
3735,21,76,32.94
3736,21,77,10.98
3737,21,84,1.57
3738,21,74,32.94
3739,21,75,50.20
3740,21,76,32.94
3741,21,77,10.98
3742,21,84,1.57
3743,21,74,31.37
3744,21,75,48.63
3745,21,76,32.94
3746,21,77,10.98
3747,21,84,1.57
3748,21,74,28.24
3749,21,75,45.49
3750,21,76,31.37
3751,21,77,10.98
3752,21,83,1.57
3753,21,84,3.14
3754,21,74,25.10
3755,21,75,42.35
3756,21,76,29.80
3757,21,77,10.98
3758,21,83,1.57
3759,21,84,3.14
3760,21,74,21.96
3761,21,75,39.22
3762,21,76,28.24
3763,21,77,10.98
3764,21,83,1.57
3765,21,84,3.14
3766,21,74,18.82
3767,21,75,34.51
3768,21,76,26.67
3769,21,77,10.98
3770,21,83,1.57
3771,21,84,3.14
3772,21,74,15.69
3773,21,75,29.80
3774,21,76,23.53
3775,21,77,10.98
3776,21,83,1.57
3777,21,84,3.14
3778,21,74,14.12
3779,21,75,26.67
3780,21,76,21.96
3781,21,77,10.98
3782,21,83,1.57
3783,21,84,3.14
3784,21,74,10.98
3785,21,75,21.96
3786,21,76,18.82
3787,21,77,10.98
3788,21,83,1.57
3789,21,84,3.14
3790,21,74,7.84
3791,21,75,18.82
3792,21,76,15.69
3793,21,77,9.41
3794,21,83,1.57
3795,21,84,3.14
3796,21,74,6.27
3797,21,75,14.12
3798,21,76,12.55
3799,21,77,7.84
3800,21,83,1.57
3801,21,84,3.14
3802,21,74,3.14
3803,21,75,12.55
3804,21,76,10.98
3805,21,77,7.84
3806,21,83,1.57
3807,21,84,3.14
3808,21,74,3.14
3809,21,75,9.41
3810,21,76,9.41
3811,21,77,7.84
3812,21,83,1.57
3813,21,84,3.14
3814,21,74,1.57
3815,21,75,7.84
3816,21,76,7.84
3817,21,77,6.27
3818,21,83,1.57
3819,21,84,3.14
3820,21,75,6.27
3821,21,76,6.27
3822,21,77,6.27
3823,21,83,1.57
3824,21,84,3.14
3825,21,75,4.71
3826,21,76,6.27
3827,21,77,4.71
3828,21,83,1.57
3829,21,84,3.14
3830,21,75,3.14
3831,21,76,4.71
3832,21,77,4.71
3833,21,83,1.57
3834,21,84,3.14
3835,21,75,3.14
3836,21,76,3.14
3837,21,77,3.14
3838,21,83,1.57
3839,21,84,3.14
3840,21,75,1.57
3841,21,76,3.14
3842,21,77,3.14
3843,21,84,3.14
3844,21,75,1.57
3845,21,76,1.57
3846,21,77,1.57
3847,21,83,1.57
3848,21,84,3.14
3849,21,76,1.57
3850,21,77,1.57
3851,21,83,1.57
3852,21,84,3.14
3853,21,76,1.57
3854,21,83,1.57
3855,21,84,3.14
3856,21,83,1.57
3857,21,84,3.14
3858,21,83,1.57
3859,21,84,3.14
3860,21,83,1.57
3861,21,84,3.14
3862,21,83,1.57
3863,21,84,3.14
3864,21,83,1.57
3865,21,84,3.14
3866,21,83,1.57
3867,21,84,3.14
3868,21,83,1.57
3869,21,84,3.14
3870,21,83,1.57
3871,21,84,3.14
3872,21,83,1.57
3873,21,84,3.14
3874,21,83,1.57
3875,21,84,4.71
3876,21,83,1.57
3877,21,84,4.71
3878,21,83,1.57
3879,21,84,4.71
3880,21,83,1.57
3881,21,84,4.71
3882,21,83,1.57
3883,21,84,6.27
3884,21,83,1.57
3885,21,84,6.27
3886,21,83,1.57
3887,21,84,6.27
3888,21,83,1.57
3889,21,84,6.27
3890,21,83,1.57
3891,21,84,6.27
3892,21,84,6.27
3893,21,84,4.71
3894,21,84,4.71
3895,21,84,3.14
3896,21,84,3.14
3897,21,84,1.57
3898,21,159,1.57
3899,21,160,1.57
3900,21,159,3.14
3901,21,160,6.27
3902,21,159,4.71
3903,21,160,7.84
3904,21,164,3.14
3905,21,159,6.27
3906,21,160,9.41
3907,21,164,4.71
3908,21,165,1.57
3909,21,159,7.84
3910,21,160,10.98
3911,21,164,6.27
3912,21,159,7.84
3913,21,160,12.55
3914,21,165,3.14
3915,21,161,1.57
3916,21,164,7.84
3917,21,159,9.41
3918,21,160,12.55
3919,21,165,6.27
3920,21,161,1.57
3921,21,164,9.41
3922,21,165,7.84
3923,21,159,9.41
3924,21,160,14.12
3925,21,161,1.57
3926,21,164,9.41
3927,21,159,9.41
3928,21,160,14.12
3929,21,165,9.41
3930,21,161,1.57
3931,21,164,10.98
3932,21,159,10.98
3933,21,160,15.69
3934,21,165,10.98
3935,21,161,3.14
3936,21,163,1.57
3937,21,164,10.98
3938,21,165,10.98
3939,21,158,1.57
3940,21,159,10.98
3941,21,160,15.69
3942,21,161,3.14
3943,21,163,1.57
3944,21,164,10.98
3945,21,158,1.57
3946,21,159,10.98
3947,21,160,17.25
3948,21,165,12.55
3949,21,161,3.14
3950,21,163,1.57
3951,21,164,10.98
3952,21,165,12.55
3953,21,158,1.57
3954,21,159,12.55
3955,21,160,18.82
3956,21,161,3.14
3957,21,163,1.57
3958,21,164,10.98
3959,21,158,1.57
3960,21,159,12.55
3961,21,160,18.82
3962,21,165,12.55
3963,21,161,3.14
3964,21,163,1.57
3965,21,164,10.98
3966,21,165,12.55
3967,21,158,3.14
3968,21,159,14.12
3969,21,160,20.39
3970,21,161,3.14
3971,21,163,1.57
3972,21,164,10.98
3973,21,158,3.14
3974,21,159,14.12
3975,21,160,21.96
3976,21,165,12.55
3977,21,161,3.14
3978,21,163,1.57
3979,21,164,10.98
3980,21,165,12.55
3981,21,158,3.14
3982,21,159,15.69
3983,21,160,23.53
3984,21,161,3.14
3985,21,163,1.57
3986,21,164,12.55
3987,21,165,12.55
3988,21,158,3.14
3989,21,159,15.69
3990,21,160,25.10
3991,21,161,3.14
3992,21,163,1.57
3993,21,164,12.55
3994,21,158,3.14
3995,21,159,17.25
3996,21,160,26.67
3997,21,165,12.55
3998,21,161,4.71
3999,21,163,1.57
4000,21,164,12.55
4001,21,165,12.55
4002,21,158,3.14
4003,21,159,17.25
4004,21,160,28.24
4005,21,161,4.71
4006,21,163,1.57
4007,21,164,12.55
4008,21,158,3.14
4009,21,159,18.82
4010,21,160,29.80
4011,21,165,14.12
4012,21,161,4.71
4013,21,163,1.57
4014,21,164,12.55
4015,21,165,14.12
4016,21,158,3.14
4017,21,159,18.82
4018,21,160,31.37
4019,21,161,4.71
4020,21,163,1.57
4021,21,164,12.55
4022,21,158,3.14
4023,21,159,20.39
4024,21,160,32.94
4025,21,165,15.69
4026,21,161,4.71
4027,21,163,1.57
4028,21,164,14.12
4029,21,158,3.14
4030,21,159,20.39
4031,21,160,34.51
4032,21,165,15.69
4033,21,161,6.27
4034,21,163,1.57
4035,21,164,14.12
4036,21,158,3.14
4037,21,159,20.39
4038,21,160,37.65
4039,21,165,17.25
4040,21,158,1.57
4041,21,159,20.39
4042,21,160,39.22
4043,21,161,6.27
4044,21,163,1.57
4045,21,164,14.12
4046,21,165,17.25
4047,21,161,6.27
4048,21,163,1.57
4049,21,164,14.12
4050,21,158,1.57
4051,21,159,21.96
4052,21,160,40.78
4053,21,165,18.82
4054,21,161,6.27
4055,21,163,1.57
4056,21,164,15.69
4057,21,165,18.82
4058,21,158,1.57
4059,21,159,21.96
4060,21,160,43.92
4061,21,161,7.84
4062,21,163,1.57
4063,21,164,15.69
4064,21,159,21.96
4065,21,160,45.49
4066,21,165,20.39
4067,21,161,7.84
4068,21,163,1.57
4069,21,164,15.69
4070,21,159,21.96
4071,21,160,47.06
4072,21,165,20.39
4073,21,159,23.53
4074,21,160,48.63
4075,21,161,7.84
4076,21,162,1.57
4077,21,163,3.14
4078,21,164,17.25
4079,21,165,21.96
4080,21,159,23.53
4081,21,160,50.20
4082,21,161,7.84
4083,21,162,1.57
4084,21,163,3.14
4085,21,164,17.25
4086,21,165,23.53
4087,21,159,21.96
4088,21,160,51.76
4089,21,161,7.84
4090,21,162,1.57
4091,21,163,3.14
4092,21,164,17.25
4093,21,165,25.10
4094,21,166,1.57
4095,21,159,21.96
4096,21,160,51.76
4097,21,161,7.84
4098,21,162,1.57
4099,21,163,3.14
4100,21,164,18.82
4101,21,165,26.67
4102,21,166,1.57
4103,21,159,20.39
4104,21,160,50.20
4105,21,161,9.41
4106,21,162,1.57
4107,21,163,3.14
4108,21,164,18.82
4109,21,165,28.24
4110,21,166,3.14
4111,21,159,18.82
4112,21,160,48.63
4113,21,161,9.41
4114,21,162,1.57
4115,21,163,3.14
4116,21,164,20.39
4117,21,165,29.80
4118,21,166,3.14
4119,21,159,17.25
4120,21,160,45.49
4121,21,161,7.84
4122,21,162,1.57
4123,21,163,3.14
4124,21,164,21.96
4125,21,165,31.37
4126,21,166,3.14
4127,21,159,15.69
4128,21,160,40.78
4129,21,161,7.84
4130,21,162,1.57
4131,21,163,3.14
4132,21,164,21.96
4133,21,165,34.51
4134,21,166,4.71
4135,21,159,12.55
4136,21,160,34.51
4137,21,161,7.84
4138,21,162,1.57
4139,21,163,3.14
4140,21,164,23.53
4141,21,165,37.65
4142,21,166,6.27
4143,21,159,9.41
4144,21,160,28.24
4145,21,161,6.27
4146,21,163,3.14
4147,21,164,25.10
4148,21,165,40.78
4149,21,166,7.84
4150,21,159,6.27
4151,21,160,20.39
4152,21,161,4.71
4153,21,163,3.14
4154,21,164,26.67
4155,21,165,45.49
4156,21,166,9.41
4157,21,159,3.14
4158,21,160,14.12
4159,21,161,3.14
4160,21,163,3.14
4161,21,164,28.24
4162,21,165,50.20
4163,21,166,10.98
4164,21,159,1.57
4165,21,160,9.41
4166,21,161,1.57
4167,21,163,1.57
4168,21,164,29.80
4169,21,165,54.90
4170,21,166,14.12
4171,21,160,4.71
4172,21,163,1.57
4173,21,164,29.80
4174,21,165,61.18
4175,21,166,15.69
4176,21,160,1.57
4177,21,164,31.37
4178,21,165,67.45
4179,21,166,18.82
4180,21,164,31.37
4181,21,165,73.73
4182,21,166,20.39
4183,21,168,1.57
4184,21,164,29.80
4185,21,165,81.57
4186,21,166,23.53
4187,21,168,3.14
4188,21,164,28.24
4189,21,165,87.84
4190,21,166,26.67
4191,21,168,3.14
4192,21,164,25.10
4193,21,165,92.55
4194,21,166,29.80
4195,21,168,4.71
4196,21,164,21.96
4197,21,165,97.25
4198,21,166,31.37
4199,21,168,6.27
4200,21,164,20.39
4201,21,165,100.39
4202,21,166,32.94
4203,21,168,6.27
4204,21,164,17.25
4205,21,165,100.39
4206,21,166,34.51
4207,21,168,7.84
4208,21,164,14.12
4209,21,165,100.39
4210,21,166,34.51
4211,21,168,7.84
4212,21,164,9.41
4213,21,165,95.69
4214,21,166,34.51
4215,21,168,7.84
4216,21,164,6.27
4217,21,165,86.27
4218,21,166,31.37
4219,21,168,7.84
4220,21,164,3.14
4221,21,165,72.16
4222,21,166,26.67
4223,21,168,7.84
4224,21,165,48.63
4225,21,166,18.82
4226,21,168,6.27
4227,21,165,20.39
4228,21,166,9.41
4229,21,168,6.27
4230,21,165,4.71
4231,21,166,1.57
4232,21,168,4.71
4233,21,168,3.14
4234,21,168,1.57
4235,21,240,9.41
4236,21,241,1.57
4237,21,240,10.98
4238,21,241,4.71
4239,21,240,10.98
4240,21,241,10.98
4241,21,240,12.55
4242,21,241,18.82
4243,21,242,4.71
4244,21,240,12.55
4245,21,241,25.10
4246,21,242,10.98
4247,21,243,1.57
4248,21,240,9.41
4249,21,241,25.10
4250,21,242,12.55
4251,21,243,3.14
4252,21,240,7.84
4253,21,241,23.53
4254,21,242,14.12
4255,21,243,4.71
4256,21,244,1.57
4257,21,240,6.27
4258,21,241,25.10
4259,21,242,15.69
4260,21,243,4.71
4261,21,244,1.57
4262,21,240,4.71
4263,21,241,25.10
4264,21,242,17.25
4265,21,243,7.84
4266,21,244,3.14
4267,21,240,4.71
4268,21,241,25.10
4269,21,242,18.82
4270,21,243,7.84
4271,21,244,4.71
4272,21,249,1.57
4273,21,250,1.57
4274,21,240,3.14
4275,21,241,23.53
4276,21,242,18.82
4277,21,243,9.41
4278,21,244,4.71
4279,21,249,1.57
4280,21,250,3.14
4281,21,240,3.14
4282,21,241,21.96
4283,21,242,18.82
4284,21,243,10.98
4285,21,244,6.27
4286,21,249,3.14
4287,21,250,3.14
4288,21,240,3.14
4289,21,241,21.96
4290,21,242,18.82
4291,21,243,10.98
4292,21,244,6.27
4293,21,249,3.14
4294,21,250,4.71
4295,21,240,1.57
4296,21,241,20.39
4297,21,242,18.82
4298,21,243,12.55
4299,21,244,7.84
4300,21,249,3.14
4301,21,250,4.71
4302,21,240,1.57
4303,21,241,18.82
4304,21,242,18.82
4305,21,243,12.55
4306,21,244,7.84
4307,21,245,1.57
4308,21,249,3.14
4309,21,250,6.27
4310,21,241,17.25
4311,21,242,18.82
4312,21,243,12.55
4313,21,244,7.84
4314,21,245,1.57
4315,21,249,3.14
4316,21,250,6.27
4317,21,241,14.12
4318,21,242,17.25
4319,21,243,14.12
4320,21,244,9.41
4321,21,245,1.57
4322,21,249,4.71
4323,21,250,6.27
4324,21,241,12.55
4325,21,242,15.69
4326,21,243,14.12
4327,21,244,9.41
4328,21,245,1.57
4329,21,249,4.71
4330,21,250,7.84
4331,21,241,9.41
4332,21,242,14.12
4333,21,243,12.55
4334,21,244,9.41
4335,21,245,1.57
4336,21,249,4.71
4337,21,250,7.84
4338,21,241,7.84
4339,21,242,12.55
4340,21,243,12.55
4341,21,244,9.41
4342,21,245,1.57
4343,21,249,4.71
4344,21,250,7.84
4345,21,241,6.27
4346,21,242,10.98
4347,21,243,12.55
4348,21,244,9.41
4349,21,245,1.57
4350,21,249,4.71
4351,21,250,7.84
4352,21,241,4.71
4353,21,242,9.41
4354,21,243,10.98
4355,21,244,7.84
4356,21,245,1.57
4357,21,249,4.71
4358,21,250,7.84
4359,21,241,3.14
4360,21,242,7.84
4361,21,243,9.41
4362,21,244,7.84
4363,21,245,1.57
4364,21,249,4.71
4365,21,250,7.84
4366,21,241,1.57
4367,21,242,4.71
4368,21,243,7.84
4369,21,244,6.27
4370,21,245,1.57
4371,21,249,4.71
4372,21,250,7.84
4373,21,242,3.14
4374,21,243,6.27
4375,21,244,6.27
4376,21,245,1.57
4377,21,249,4.71
4378,21,250,7.84
4379,21,242,3.14
4380,21,243,4.71
4381,21,244,4.71
4382,21,249,3.14
4383,21,250,7.84
4384,21,242,1.57
4385,21,243,3.14
4386,21,244,4.71
4387,21,249,3.14
4388,21,250,7.84
4389,21,243,3.14
4390,21,244,3.14
4391,21,249,3.14
4392,21,250,7.84
4393,21,243,1.57
4394,21,244,3.14
4395,21,249,3.14
4396,21,250,7.84
4397,21,243,1.57
4398,21,244,1.57
4399,21,249,3.14
4400,21,250,7.84
4401,21,244,1.57
4402,21,249,3.14
4403,21,250,7.84
4404,21,244,1.57
4405,21,249,3.14
4406,21,250,7.84
4407,21,249,3.14
4408,21,250,7.84
4409,21,249,3.14
4410,21,250,7.84
4411,21,249,3.14
4412,21,250,7.84
4413,21,249,3.14
4414,21,250,7.84
4415,21,251,1.57
4416,21,249,3.14
4417,21,250,9.41
4418,21,251,1.57
4419,21,249,3.14
4420,21,250,9.41
4421,21,251,1.57
4422,21,249,3.14
4423,21,250,9.41
4424,21,251,1.57
4425,21,249,3.14
4426,21,250,10.98
4427,21,251,1.57
4428,21,249,4.71
4429,21,250,10.98
4430,21,251,3.14
4431,21,249,4.71
4432,21,250,12.55
4433,21,251,3.14
4434,21,249,4.71
4435,21,250,14.12
4436,21,251,3.14
4437,21,252,1.57
4438,21,253,1.57
4439,21,249,4.71
4440,21,250,15.69
4441,21,251,3.14
4442,21,252,1.57
4443,21,253,1.57
4444,21,249,4.71
4445,21,250,17.25
4446,21,251,4.71
4447,21,252,3.14
4448,21,253,3.14
4449,21,249,6.27
4450,21,250,20.39
4451,21,251,4.71
4452,21,252,3.14
4453,21,253,4.71
4454,21,249,6.27
4455,21,250,21.96
4456,21,251,6.27
4457,21,252,4.71
4458,21,253,6.27
4459,21,249,6.27
4460,21,250,25.10
4461,21,251,7.84
4462,21,252,6.27
4463,21,253,7.84
4464,21,249,6.27
4465,21,250,26.67
4466,21,251,7.84
4467,21,252,6.27
4468,21,253,9.41
4469,21,249,6.27
4470,21,250,29.80
4471,21,251,9.41
4472,21,252,7.84
4473,21,253,12.55
4474,21,249,4.71
4475,21,250,31.37
4476,21,251,10.98
4477,21,252,9.41
4478,21,253,14.12
4479,21,249,4.71
4480,21,250,32.94
4481,21,251,10.98
4482,21,252,10.98
4483,21,253,15.69
4484,21,249,4.71
4485,21,250,32.94
4486,21,251,10.98
4487,21,252,12.55
4488,21,253,17.25
4489,21,249,3.14
4490,21,250,31.37
4491,21,251,12.55
4492,21,252,14.12
4493,21,253,17.25
4494,21,249,1.57
4495,21,250,29.80
4496,21,251,10.98
4497,21,252,14.12
4498,21,253,18.82
4499,21,249,1.57
4500,21,250,26.67
4501,21,251,10.98
4502,21,252,14.12
4503,21,253,18.82
